facility_id,ReportDate,AppointmentType,VA Facility Location,state,NewPatients
549GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DENTON VA CLINIC, TX",TX,92.5
549GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SHERMAN VA CLINIC, TX",TX,0.0
549GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PLANO VA CLINIC, TX",TX,0.0
549GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GRAND PRAIRIE VA CLINIC, TX",TX,91.0
549GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TYLER CENTENNIAL VA CLINIC, TX",TX,17.6
550,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DANVILLE VA MEDICAL CENTER, IL",IL,41.4
550BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BOB MICHEL VA OPC, IL",IL,66.4
550GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DECATUR VA CLINIC, IL",IL,13.0
550GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SPRINGFIELD VA CLINIC, IL",IL,83.4
550GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MATTOON VA CLINIC, IL",IL,12.0
552,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DAYTON VA MEDICAL CENTER, OH",OH,23.2
552GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LIMA VA CLINIC, OH",OH,19.7
552GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RICHMOND VA CLINIC, IN",IN,21.3
552GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WRIGHT-PATTERSON VA CLINIC, OH",OH,34.0
553,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOHN D. DINGELL VAMC, MI",MI,22.9
553GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PONTIAC VA CLINIC, MI",MI,18.0
554,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROCKY MOUNTAIN REGIONAL VAMC, CO",CO,40.9
554GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"AURORA VA CLINIC, CO",CO,51.5
554GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GOLDEN VA CLINIC, CO",CO,48.1
554GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PFC JAMES DUNN VA CLINIC, CO",CO,60.3
554GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FLOYD K. LINDSTROM VA CLINIC (CBOC), CO",CO,38.8
554GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALAMOSA VA CLINIC, CO",CO,39.8
554GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LA JUNTA VA CLINIC, CO",CO,53.0
554GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SPACE CENTER VA CLINIC, CO",CO,35.0
557,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CARL VINSON VAMC, GA",GA,13.7
557GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MACON VA CLINIC, GA",GA,14.2
557GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALBANY VA CLINIC, GA",GA,7.2
557HA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PERRY VA CLINIC, GA",GA,39.0
558,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DURHAM VA MEDICAL CENTER, NC",NC,41.2
558BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GARNER VA CLINIC, NC",NC,137.7
558GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GREENVILLE VA CLINIC, NC",NC,48.1
558GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MOREHEAD CITY VA CLINIC, NC",NC,40.0
558GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DURHAM COUNTY VA CLINIC, NC",NC,66.0
558GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HAVELOCK VA CLINIC, NC",NC,6.0
561,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EAST ORANGE VA MEDICAL CENTER, NJ",NJ,28.3
561A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LYON CAMPUS OF THE VA NEW JERSEY HEALTH CARE SYSTEM, NJ",NJ,18.0
561BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TOMS RIVER VA CLINIC, NJ",NJ,12.0
561GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HACKENSACK VA CLINIC, NJ",NJ,25.0
561GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PISCATAWAY VA CLINIC, NJ",NJ,41.0
561GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MORRISTOWN VA CLINIC, NJ",NJ,53.0
561GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TINTON FALLS VA CLINIC, NJ",NJ,43.0
561GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PATERSON CBOC, NJ",NJ,12.0
562,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ERIE VA MEDICAL CENTER, PA",PA,3.5
564,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FAYETTEVILLE VA MEDICAL CENTER, AR",AR,3.7
564BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GENE TAYLOR VA OPC, MO",MO,12.7
564GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HARRISON VA CLINIC, AR",AR,33.0
564GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT SMITH VA CLINIC, AR",AR,0.0
564GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JAY VA CLINIC, OK",OK,0.0
565,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FAYETTEVILLE VA MEDICAL CENTER, NC",NC,70.6
565GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKSONVILLE VA CLINIC, NC",NC,4.1
565GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WILMINGTON VA CLINIC, NC",NC,16.3
565GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROBESON COUNTY VA CLINIC, NC",NC,25.5
565GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GOLDSBORO VA CLINIC, NC",NC,133.0
565GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LEE COUNTY VA CLINIC, NC",NC,53.5
565GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BRUNSWICK COUNTY VA CLINIC, NC",NC,22.0
565GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CUMBERLAND COUNTY VA CLINIC, NC",NC,23.0
565GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKSONVILLE 4 VA CLINIC, NC",NC,82.5
568,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT MEADE VA MEDICAL CENTER, SD",SD,12.4
568A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VA BLACK HILLS HEALTH CARE SYSTEM – HOT SPRINGS CAMPUS, SD",SD,16.6
568GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RAPID CITY VA CLINIC, SD",SD,23.0
568GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PIERRE VA CLINIC, SD",SD,37.5
570,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRESNO VA MEDICAL CENTER, CA",CA,14.4
570GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VISALIA VA CLINIC, CA",CA,66.3
570GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OAKHURST VA CLINIC, CA",CA,25.5
573,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MALCOLM RANDALL DEPT OF VAMC, FL",FL,23.5
573A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAKE CITY VA MEDICAL CENTER, FL",FL,8.0
573BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKSONVILLE 1 VA CLINIC, FL",FL,7.8
573GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VALDOSTA VA CLINIC, GA",GA,13.6
573GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OCALA VA CLINIC, FL",FL,47.3
573GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LEO C. CHASE JR VA CLINIC, FL",FL,51.5
573GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SGT E.I. BOOTS THOMAS VA CLIN, FL",FL,44.8
573GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"THE VILLAGES VA CLINIC, FL",FL,24.5
573GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ST. MARY'S VA CLINIC, GA",GA,19.3
573GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARIANNA VA CLINIC, FL",FL,18.0
573GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PALATKA VA CLINIC, FL",FL,3.3
573GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WAYCROSS VA CLINIC, GA",GA,14.0
573GO,2026-01-21,MENTAL HEALTH INDIVIDUAL,"A.K. BAKER VA CLINIC, FL",FL,11.9
573QF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GAINESVILLE 1 VA CLINIC, FL",FL,9.8
573QG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKSONVILLE NORTH VA CLINIC, FL",FL,44.0
573QJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKSONVILLE 2 VA CLINIC, FL",FL,7.0
575,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GRAND JUNCTION VAMC, CO",CO,19.3
575GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MONTROSE VA CLINIC, CO",CO,32.0
578,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EDWARD HINES JUNIOR HOSPITAL, IL",IL,13.3
578GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOLIET VA CLINIC, IL",IL,7.0
578GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KANKAKEE COUNTY VA CLINIC, IL",IL,11.0
578GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"AURORA VA CLINIC, IL",IL,4.5
578GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HOFFMAN ESTATES VA CLINIC, IL",IL,24.0
578GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LA SALLE VA CLINIC, IL",IL,13.0
578GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OAK LAWN VA CLINIC, IL",IL,37.0
580,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MICHAEL E. DeBAKEY VAMC, TX",TX,37.1
580BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BEAUMONT, TX",TX,50.0
580BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHARLES WILSON VA OUTPATIENT CLINIC, TX",TX,44.0
580GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GALVESTON COUNTY VA CLINIC, TX",TX,43.7
580GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CONROE VA CLINIC,TX",TX,85.3
580GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KATY VA CLINIC, TX",TX,68.1
580GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RICHMOND VA CLINIC, TX",TX,66.1
580GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TOMBALL VA CLINIC, TX",TX,63.1
580GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TEXAS CITY VA CLINIC, TX",TX,102.3
580GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SUGAR LAND VA CLINIC, TX",TX,0.0
581,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HERSHEL WOODY WILLIAMS VAMC, WV",WV,9.0
581GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PRESTONSBURG, KY",KY,3.5
581GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHARLESTON VA CLINIC, WV",WV,27.3
583,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RICHARD L. ROUDEBUSH VAMC, IN",IN,31.7
583GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TERRE HAUTE VA CLINIC, IN",IN,47.0
583GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BLOOMINGTON VA CLINIC, IN",IN,10.4
583GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BROWNSBURG VA CLINIC, IN",IN,48.3
583GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAFAYETTE VA CLINIC, IN",IN,10.5
585,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OSCAR G. JOHNSON VAMC, MI",MI,27.5
585GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HANCOCK VA CLINIC, MI",MI,18.4
585GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RHINELANDER, WI",WI,17.0
585GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MENOMINEE VA CLINIC, MI",MI,14.0
585GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"IRONWOOD VA CLINIC, MI",MI,14.0
585HA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARQUETTE, MI",MI,45.5
585HB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAULT SAINT MARIE VA CLINIC, MI",MI,13.0
586,2026-01-21,MENTAL HEALTH INDIVIDUAL,"G.V. (SONNY) MONTGOMERY VAMC, MS",MS,22.3
586GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MERIDIAN VA CLINIC, MS",MS,40.3
586GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GREENVILLE VA CLINIC, MS",MS,46.0
586GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HATTIESBURG VA CLINIC, MS",MS,10.6
586GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NATCHEZ, MS",MS,7.0
586GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"COLUMBUS VA CLINIC, MS",MS,0.0
589,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KANSAS CITY VA MEDICAL CENTER, MO",MO,58.9
589A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HARRY S. TRUMAN VAMC, MO",MO,35.9
589A5,2026-01-21,MENTAL HEALTH INDIVIDUAL,"COLMERY-O'NEIL VAMC, KS",KS,38.4
589A6,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DWIGHT D. EISENHOWER VAMC, KS",KS,18.0
589A7,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROBERT J. DOLE VAMC, KS",KS,29.0
589G7,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HUTCHINSON VA CLINIC, KS",KS,83.0
589G8,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JEFFERSON CITY VA CLINIC, MO",MO,17.0
589GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KIRKSVILLE VA CLINIC, MO",MO,29.0
589GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WAYNESVILLE VA CLINIC, MO",MO,51.0
589GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CAMDENTON VA CLINIC, MO",MO,30.0
589GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ST. JOSEPH VA CLINIC, MO",MO,34.9
589GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CAPTAIN ELWIN SHOPTEESE VA CLINIC, KS",KS,13.0
589GR,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LT. GEN RICHARD J SEITZ CBOC, KS",KS,113.3
589GU,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAWRENCE VA CLINIC, KS",KS,75.0
589GV,2026-01-21,MENTAL HEALTH INDIVIDUAL,"IOLA VA CLINIC, KS",KS,27.2
589GX,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MEXICO VA CLINIC, MO",MO,48.5
589JA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SEDALIA VA CLINIC, MO",MO,41.5
589JD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARSHFIELD VA CLINIC, MO",MO,43.3
589JG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LENEXA VA CLINIC, KS",KS,13.5
589JH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JUNCTION CITY VA CLINIC, KS",KS,27.4
590,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HAMPTON VA MEDICAL CENTER, VA",VA,21.6
590GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VIRGINIA BEACH VA CLINIC, VA",VA,108.8
590GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALBEMARLE VA CLINIC, NC",NC,37.3
590GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHESAPEAKE VA CLINIC, VA",VA,71.4
590GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PORTSMOUTH VA CLINIC, VA",VA,19.7
593,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH LAS VEGAS VA MEDICAL CENTER, NV",NV,14.1
593GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHWEST LAS VEGAS VA CLINIC, NV",NV,8.4
593GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTHEAST LAS VEGAS VA CLINIC, NV",NV,18.8
593GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTHWEST LAS VEGAS VA CLINIC, NV",NV,11.2
593GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHEAST LAS VEGAS VA CLINIC, NV",NV,10.6
593GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JESSE DEAN VA CLINIC, NV",NV,40.0
595,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LEBANON VA MEDICAL CENTER, PA",PA,23.0
595GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CUMBERLAND COUNTY VA CLINIC, PA",PA,32.7
595GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LANCASTER COUNTY VA CLINIC, PA",PA,24.4
595GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BERKS COUNTY VA CLINIC, PA",PA,28.0
595GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"YORK VA CLINIC, PA",PA,96.8
595GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SCHUYLKILL COUNTY VA CLINIC, PA",PA,31.6
596,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRANKLIN R. SOUSLEY CAMPUS, KY",KY,7.0
596GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOMERSET VA CLINIC, KY",KY,85.5
598,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOHN L. MCCLELLAN MEM VET HOSP, AR",AR,32.8
598A0,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CENTRAL ARKANSAS VETERANS HCS EUGENE J. TOWBIN HEALTHCARE CENTER, AR",AR,45.8
598GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MOUNTAIN HOME VA CLINIC, AR",AR,42.7
598GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HOT SPRINGS VA CLINIC, AR",AR,113.0
598GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PINE BLUFF VA CLINIC, AR",AR,50.0
598GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SEARCY VA CLINIC, AR",AR,21.0
598GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CONWAY VA CLINIC, AR",AR,39.0
598GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RUSSELLVILLE VA CLINIC, AR",AR,21.5
600,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TIBOR RUBIN VA MEDICAL CENTER, CA",CA,16.0
600GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PLACENTIA VA CLINIC, CA",CA,29.9
600GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SANTA ANA VA CLINIC, CA",CA,38.4
600GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SANTA FE SPRINGS VA CLINIC, CA",CA,18.6
600GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAGUNA HILLS VA CLINIC, CA",CA,27.7
600GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GARDENA VA CLINIC, CA",CA,23.7
603,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROBLEY REX VAMC, KY",KY,4.5
603GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT KNOX VA CLINIC, KY",KY,10.2
603GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEW ALBANY VA CLINIC, IN",IN,21.6
603GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GREENWOOD VA CLINIC, KY",KY,41.7
603GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STONYBROOK VA CLINIC, KY",KY,18.2
603GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GRAYSON COUNTY VA CLINIC, KY",KY,23.0
605,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JERRY L. PETTIS MEM VET HOSP, CA",CA,3.9
605BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LOMA LINDA VA CLINIC, CA",CA,30.4
605GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VICTORVILLE VA CLINIC, CA",CA,0.0
605GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MURRIETA VA CLINIC, CA",CA,28.3
605GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SY KAPLAN VA CLINIC, CA",CA,6.0
605GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CORONA VA CLINIC, CA",CA,20.0
605GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RANCHO CUCAMONGA VA CLINIC, CA",CA,0.0
607,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WILLIAM S. MIDDLETON MEM HOSP, WI",WI,0.0
607HA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROCKFORD, IL",IL,43.0
608,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MANCHESTER VA MEDICAL CENTER, NH",NH,23.6
608GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOMERSWORTH VA CLINIC, NH",NH,8.3
608HA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TILTON VA CLINIC, NH",NH,10.0
608QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MANCHESTER WEST VA CLINIC, NH",NH,51.0
610,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARION VA MEDICAL CENTER, IN",IN,17.2
610BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACKIE WALORSKI VA CLINIC, IN",IN,23.9
610QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT WAYNE VA CLINIC, IN",IN,18.8
612A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SACRAMENTO VA MEDICAL CENTER, CA",CA,9.6
612B4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"REDDING VA CLINIC, CA",CA,4.9
612GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FAIRFIELD VA CLINIC, CA",CA,6.8
612GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARTINEZ VA MEDICAL CENTER, CA",CA,9.3
612GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHICO VA CLINIC, CA",CA,2.2
612GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MCCLELLAN VA CLINIC, CA",CA,4.5
612GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SIERRA FOOTHILLS VA CLINIC, CA",CA,2.8
612GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SONORA VA CLINIC, CA",CA,11.5
612GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MODESTO VA CLINIC, CA",CA,6.1
612QE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STOCKTON VA CLINIC, CA",CA,8.7
613,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARTINSBURG VA MEDICAL CENTER, WV",WV,47.2
613GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CUMBERLAND VA CLINIC, MD",MD,28.3
613GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HAGERSTOWN VA CLINIC, MD",MD,38.9
613GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WINCHESTER VA CLINIC, VA",VA,26.0
613GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HARRISONBURG VA CLINIC, VA",VA,37.2
613GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT DETRICK VA CLINIC, MD",MD,26.9
614,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LT COL LUKE WEATHERS JR VAMC, TN",TN,23.6
614GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TUPELO VA CLINIC, MS",MS,31.9
614GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JONESBORO VA CLINIC, AR",AR,12.6
614GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HOLLY SPRINGS VA CLINIC, MS",MS,29.7
614GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAVANNAH VA CLINIC, TN",TN,28.5
614GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DYERSBURG VA CLINIC, TN",TN,39.1
614GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HELENA VA CLINIC, AR",AR,26.6
618,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MINNEAPOLIS VA MEDICAL CENTER, MN",MN,28.4
618BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TWIN PORTS VA CLINIC, WI",WI,5.8
618GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HIBBING VA CLINIC, MN",MN,37.0
618GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MAPLEWOOD VA CLINIC, MN",MN,74.6
618GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHIPPEWA VALLEY VA CLINIC, WI",WI,23.3
618GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROCHESTER VA CLINIC, MN",MN,5.6
618GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HAYWARD VA CLINIC, WI",WI,5.3
618GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHWEST METRO VA CLINIC, MN",MN,32.5
618GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALBERT LEA VA CLINIC, MN",MN,9.3
618GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RICE LAKE VA CLINIC, WI",WI,14.0
618GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LYLE C. PEARSON CBOC, MN",MN,29.8
619,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MONTGOMERY VA MEDICAL CENTER, AL",AL,14.3
619A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CENTRAL ALABAMA VA-TUSKEGEE, AL",AL,28.8
619GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROBERT S. POYDASHEFF VA CLINIC, GA",GA,33.6
619GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WIREGRASS VA CLINIC, AL",AL,25.8
619GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MONROE COUNTY VA CLINIC, AL",AL,18.0
619QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DOTHAN 2 VA CLINIC, AL",AL,1.5
620,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRANKLIN D. ROOSEVELT HOSPITAL, NY",NY,34.0
620A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CASTLE POINT VA MEDICAL CENTER, NY",NY,16.5
